IMU,0x68,-0.181,-0.223,0.010,0.023,-10.748,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.250,0.010,0.023,-10.687,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.227,0.009,0.260,-10.656,0.611
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.008,0.000,-10.672,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.249,0.008,0.000,-10.649,0.611
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.225,0.009,0.260,-10.672,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.000,-10.656,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.010,0.023,-10.679,0.611
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.224,0.010,0.000,-10.687,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.222,0.009,0.000,-10.664,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.010,0.214,-10.664,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.010,0.244,-10.748,0.611
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.011,0.252,-10.672,0.618
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.250,0.010,0.229,-10.656,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.224,0.010,0.198,-10.672,0.618
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.009,0.008,-10.679,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.009,0.000,-10.687,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.008,0.015,-10.710,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.009,0.244,-10.687,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.009,0.000,-10.672,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.224,0.008,0.252,-10.672,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.009,0.206,-10.687,0.504
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.229,-10.679,0.496
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.008,0.008,-10.718,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.008,0.031,-10.687,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.224,0.008,0.214,-10.649,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.008,0.000,-10.687,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.250,0.008,0.229,-10.664,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.008,0.000,-10.679,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.250,0.008,0.008,-10.687,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.009,0.252,-10.687,0.664
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.221,0.010,0.244,-10.748,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.222,0.008,0.191,-10.687,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.010,0.198,-10.626,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.224,0.008,0.244,-10.672,0.504
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.223,0.008,0.000,-10.649,0.496
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.225,0.008,0.000,-10.687,0.496
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.225,0.009,0.252,-10.656,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.222,0.008,0.015,-10.672,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.244,-10.634,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.008,0.229,-10.641,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.224,0.009,0.008,-10.656,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.009,0.000,-10.656,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.011,0.000,-10.748,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.225,0.010,0.214,-10.679,0.695
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.010,0.000,-10.672,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.008,0.000,-10.656,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.225,0.008,0.008,-10.679,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.008,0.008,-10.672,0.496
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.009,0.000,-10.641,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.010,0.008,-10.656,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.046,-10.656,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.225,0.008,0.000,-10.679,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.224,0.008,0.000,-10.641,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.008,0.221,-10.656,0.618
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.188,-0.224,0.008,0.252,-10.656,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.010,0.000,-10.687,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.214,-10.687,0.634
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.010,0.000,-10.687,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.010,0.229,-10.656,0.496
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.222,0.010,0.000,-10.649,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.008,0.229,-10.687,0.519
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.009,0.000,-10.672,0.618
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.008,0.008,-10.641,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.222,0.008,0.015,-10.687,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.221,-10.664,0.618
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.009,0.000,-10.649,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.008,0.008,-10.672,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.009,0.237,-10.740,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.180,-0.224,0.009,0.000,-10.672,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.250,0.011,0.008,-10.656,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.191,-10.748,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.225,0.010,0.015,-10.672,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.009,0.000,-10.664,0.695
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.009,0.183,-10.672,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.224,0.010,0.229,-10.656,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.250,0.008,0.229,-10.679,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.000,-10.748,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.010,0.015,-10.687,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.009,0.214,-10.656,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.224,0.008,0.008,-10.649,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.010,0.000,-10.649,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.011,0.000,-10.656,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.009,0.260,-10.679,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.008,0.015,-10.641,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.250,0.008,0.000,-10.656,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.008,-10.656,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.008,0.000,-10.649,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.008,0.000,-10.656,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.250,0.008,0.000,-10.664,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.252,-10.672,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.187,-0.223,0.008,0.260,-10.687,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.008,0.244,-10.687,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.008,-10.672,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.000,-10.687,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.000,-10.672,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.010,0.000,-10.656,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.010,0.008,-10.679,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.225,0.009,0.015,-10.748,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.008,0.008,-10.656,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.226,0.011,0.015,-10.687,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.225,0.010,0.229,-10.687,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.250,0.009,0.000,-10.687,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.249,0.010,0.198,-10.687,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.011,0.214,-10.733,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.250,0.011,0.252,-10.748,0.496
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.223,0.009,0.244,-10.641,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.224,0.010,0.191,-10.656,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.223,0.009,0.000,-10.687,0.519
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.222,0.009,0.183,-10.725,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.183,-10.687,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.225,0.009,0.000,-10.687,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.010,0.214,-10.656,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.010,0.214,-10.672,0.611
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.198,-10.687,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.008,0.221,-10.679,0.496
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.225,0.008,0.183,-10.679,0.687
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.224,0.009,0.000,-10.687,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.008,0.244,-10.748,0.702
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.222,0.008,0.191,-10.649,0.504
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.225,0.010,0.008,-10.687,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.008,0.015,-10.649,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.222,0.008,0.229,-10.649,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.225,0.008,0.244,-10.656,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.008,0.008,-10.748,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.221,0.010,0.244,-10.687,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.222,0.009,0.252,-10.672,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.010,0.000,-10.656,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.015,-10.687,0.611
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.008,0.252,-10.687,0.618
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.224,0.008,0.015,-10.687,0.611
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.267,-10.679,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.223,0.010,0.260,-10.687,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.225,0.009,0.244,-10.748,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.187,-0.222,0.009,0.000,-10.672,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.250,0.009,0.000,-10.672,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.225,0.010,0.000,-10.679,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.008,0.000,-10.656,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.223,0.010,0.244,-10.672,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.250,0.008,0.191,-10.687,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.224,0.010,0.252,-10.672,0.664
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.000,-10.687,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.224,0.008,0.000,-10.649,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.000,-10.687,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.008,0.038,-10.679,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.010,0.000,-10.679,0.618
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.225,0.008,0.252,-10.672,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.010,0.015,-10.672,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.222,0.008,0.214,-10.656,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.224,0.010,0.275,-10.748,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.010,0.000,-10.649,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.008,0.008,-10.672,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.009,0.198,-10.740,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.224,0.008,0.000,-10.740,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.223,0.010,0.000,-10.664,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.250,0.010,0.214,-10.656,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.008,0.008,-10.641,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.250,0.010,0.000,-10.679,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.224,0.008,0.137,-10.656,0.519
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.227,0.009,0.031,-10.687,0.618
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.186,-0.250,0.009,0.008,-10.656,0.527
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.187,-0.250,0.009,0.183,-10.656,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.227,0.008,0.000,-10.664,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.222,0.010,0.275,-10.649,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.180,-0.250,0.010,0.214,-10.672,0.649
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.226,0.010,0.000,-10.687,0.679
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.181,-0.248,0.008,0.031,-10.687,0.626
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.250,0.009,0.183,-10.656,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.226,0.008,0.229,-10.641,0.641
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.187,-0.250,0.008,0.008,-10.687,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.250,0.010,0.221,-10.679,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.187,-0.225,0.010,0.183,-10.748,0.656
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.223,0.010,0.229,-10.656,0.611
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.188,-0.248,0.009,0.038,-10.687,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.225,0.008,-0.771,-10.672,0.733
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.227,0.008,0.015,-10.687,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.223,0.008,0.122,-10.748,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.179,-0.248,0.008,0.214,-10.656,0.748
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.226,0.009,0.168,-10.672,0.672
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.179,-0.223,0.010,0.183,-10.672,0.519
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.187,-0.247,0.008,0.031,-10.687,0.733
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.224,0.008,-0.756,-10.664,0.580
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.187,-0.226,0.012,0.122,-10.687,0.901
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.183,-0.229,0.009,0.046,-10.649,0.489
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.179,-0.230,0.010,0.183,-10.626,0.519
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.184,-0.249,0.008,0.153,-10.740,0.802
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
IMU,0x68,-0.182,-0.250,0.000,0.015,-10.664,0.519
IMU,0x69,0.000,0.000,0.000,0.000,0.000,0.000
